0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.542927324771881104e-01,-7.002226114273071289e-01,3.574112355709075928e-01,2.698320448398590088e-01,2.365620583295822144e-01,-3.245567083358764648e-01,-3.721153736114501953e-01,1.205249689519405365e-02,-1.813395917415618896e-01,2.067359834909439087e-01,-2.515679299831390381e-01,-7.493014633655548096e-02,2.152574956417083740e-01,-2.041341364383697510e-01,-2.491703331470489502e-01,8.352355659008026123e-02,-3.708616793155670166e-01,3.298633098602294922e-01,-1.452482044696807861e-01,-1.294870078563690186e-01
4.132166802883148193e-01,-1.702343225479125977e+00,1.167486429214477539e+00,8.979567289352416992e-01,-9.088333249092102051e-01,-1.026722908020019531e+00,-8.535535335540771484e-01,-2.993141673505306244e-02,1.142551302909851074e-01,-1.946309059858322144e-01,-7.358108758926391602e-01,-3.562992215156555176e-01,5.848863124847412109e-01,-2.158460617065429688e-01,-1.163563609123229980e+00,4.011854529380798340e-01,-1.179774761199951172e+00,9.956933856010437012e-01,-4.398483037948608398e-01,-3.960324823856353760e-01
6.267002224922180176e-01,-2.000000000000000000e+00,2.000000000000000000e+00,1.545721530914306641e+00,-2.000000000000000000e+00,-1.751171588897705078e+00,-7.240133285522460938e-01,-1.134454980492591858e-01,9.777402281761169434e-01,-1.611468911170959473e+00,-1.192965269088745117e+00,-6.567450761795043945e-01,9.015875458717346191e-01,-4.292258620262145996e-01,-2.000000000000000000e+00,9.393094778060913086e-01,-1.529418826103210449e+00,1.647269725799560547e+00,-6.397959589958190918e-01,-6.609285473823547363e-01
8.365765810012817383e-01,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-1.665928363800048828e+00,-1.868357062339782715e-01,1.889229536056518555e+00,-2.000000000000000000e+00,-1.642114639282226562e+00,-9.359104633331298828e-01,1.217890977859497070e+00,-8.484231829643249512e-01,-1.477280378341674805e+00,1.378230571746826172e+00,-1.875025629997253418e+00,2.000000000000000000e+00,-6.406986713409423828e-01,-9.121084809303283691e-01
1.006470680236816406e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.903182506561279297e-01,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-1.166132211685180664e+00,1.475819587707519531e+00,-1.269272565841674805e+00,-6.887076497077941895e-01,1.742913603782653809e+00,-1.975222349166870117e+00,2.000000000000000000e+00,-7.692884802818298340e-01,-1.159250378608703613e+00
1.165620207786560059e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.950896620750427246e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-3.848827183246612549e-01,2.000000000000000000e+00,-1.570950269699096680e+00,-2.000000000000000000e+00,-1.415222525596618652e+00,1.705276846885681152e+00,-1.646739959716796875e+00,-1.527914524078369141e+00,2.000000000000000000e+00,-1.624070525169372559e+00,2.000000000000000000e+00,-8.842111229896545410e-01,-1.380814075469970703e+00
1.328181266784667969e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-4.472201764583587646e-01,2.000000000000000000e+00,-1.537454128265380859e-02,-2.000000000000000000e+00,-1.643052577972412109e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,1.608379125595092773e+00,-8.214160799980163574e-01,2.000000000000000000e+00,-8.726888895034790039e-01,-1.593074321746826172e+00
1.423169970512390137e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-5.534490346908569336e-01,2.000000000000000000e+00,1.058864831924438477e+00,-2.000000000000000000e+00,-1.783852219581604004e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.227137923240661621e+00,1.778172373771667480e+00,-5.609695315361022949e-01,2.000000000000000000e+00,-8.982879519462585449e-01,-1.770721793174743652e+00
1.499102234840393066e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.983784437179565430e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-6.408406496047973633e-01,2.000000000000000000e+00,1.999126195907592773e+00,-2.000000000000000000e+00,-1.936622262001037598e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.790035486221313477e+00,2.000000000000000000e+00,-1.793388426303863525e-01,2.000000000000000000e+00,-9.467170238494873047e-01,-1.884947538375854492e+00
1.552857041358947754e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-7.361515164375305176e-01,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.998705744743347168e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,1.857789278030395508e+00,2.107577621936798096e-01,2.000000000000000000e+00,-1.058165550231933594e+00,-2.000000000000000000e+00
1.587483763694763184e+00,-2.000000000000000000e+00,2.000000000000000000e+00,1.988016366958618164e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-8.226506710052490234e-01,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.686436772346496582e-01,2.000000000000000000e+00,-1.157764911651611328e+00,-2.000000000000000000e+00
1.604836702346801758e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-1.970308423042297363e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-9.063613414764404297e-01,2.000000000000000000e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-1.970258712768554688e+00,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,-5.951645970344543457e-02,2.000000000000000000e+00,-1.269229412078857422e+00,-2.000000000000000000e+00
