0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.43E-01,6.36E-01,1.52E+00,-1.54E-01,6.70E-01,-4.06E-01,-3.90E-01,6.43E-01,-6.27E-01,-1.74E-01
1.20E+00,1.25E+00,2.00E+00,-1.28E+00,1.06E+00,-8.94E-01,-8.80E-01,1.30E+00,-1.21E+00,-2.00E+00
1.86E+00,1.87E+00,2.00E+00,-2.00E+00,1.38E+00,-1.38E+00,-1.36E+00,1.96E+00,-1.79E+00,-2.00E+00
2.00E+00,2.00E+00,1.55E+00,-2.00E+00,2.00E+00,-1.88E+00,-1.82E+00,2.00E+00,-2.00E+00,-2.00E+00
2.00E+00,2.00E+00,4.98E-01,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,7.52E-02
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.98E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.92E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,1.06E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,4.31E-01
2.00E+00,2.00E+00,1.55E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,6.93E-01,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.92E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.81E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.70E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,1.22E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-7.79E-01
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00
2.00E+00,2.00E+00,1.47E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00
2.00E+00,2.00E+00,5.84E-01,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-1.45E-01
2.00E+00,2.00E+00,1.74E+00,-2.00E+00,2.00E+00,-2.00E+00,-1.99E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-1.96E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-1.96E+00,2.00E+00,-2.00E+00,-1.99E+00,2.00E+00,-2.00E+00,2.00E+00
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,1.97E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,9.03E-01
2.00E+00,2.00E+00,2.00E+00,-2.00E+00,1.99E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,-1.22E-01
2.00E+00,2.00E+00,1.41E+00,-2.00E+00,2.00E+00,-2.00E+00,-2.00E+00,2.00E+00,-2.00E+00,8.69E-01
2.00E+00,2.00E+00,7.05E-01,-2.00E+00,2.00E+00,-2.00E+00,-1.96E+00,2.00E+00,-2.00E+00,2.00E+00
